audio_file_path,track,psalm_number,section_number,verse_number,section_title,part_number,text
audio/st-pauls-scott/disc03/track09/segment017.flac,09,38,1,9,"Domine, ne in furore",1,"Lord, thou knowest all my desire"
audio/st-pauls-scott/disc03/track09/segment018.flac,09,38,1,9,"Domine, ne in furore",2,and my groaning is not hid from thee.
audio/st-pauls-scott/disc03/track09/segment019.flac,09,38,1,10,"Domine, ne in furore",1,"My heart panteth, my strength hath failed me"
audio/st-pauls-scott/disc03/track09/segment020.flac,09,38,1,10,"Domine, ne in furore",2,and the sight of mine eyes is gone from me.
audio/st-pauls-scott/disc03/track09/segment021.flac,09,38,1,11,"Domine, ne in furore",1,My lovers and my neighbours did stand looking upon my trouble
audio/st-pauls-scott/disc03/track09/segment022.flac,09,38,1,11,"Domine, ne in furore",2,and my kinsmen stood afar off.
audio/st-pauls-scott/disc03/track09/segment023.flac,09,38,1,12,"Domine, ne in furore",1,They also that sought after my life laid snares for me
audio/st-pauls-scott/disc03/track09/segment024.flac,09,38,1,12,"Domine, ne in furore",2,"and they that went about to do me evil talked of wickedness, and imagined deceit all the day long."
audio/st-pauls-scott/disc03/track09/segment025.flac,09,38,1,13,"Domine, ne in furore",1,"As for me, I was like a deaf man, and heard not"
audio/st-pauls-scott/disc03/track09/segment026.flac,09,38,1,13,"Domine, ne in furore",2,"and as one that is dumb, who doth not open his mouth."
audio/st-pauls-scott/disc03/track09/segment027.flac,09,38,1,14,"Domine, ne in furore",1,I became even as a man that heareth not
audio/st-pauls-scott/disc03/track09/segment028.flac,09,38,1,14,"Domine, ne in furore",2,and in whose mouth are no reproofs.
audio/st-pauls-scott/disc03/track09/segment029.flac,09,38,1,15,"Domine, ne in furore",1,"For in thee, O Lord, have I put my trust"
audio/st-pauls-scott/disc03/track09/segment030.flac,09,38,1,15,"Domine, ne in furore",2,"thou shalt answer for me, O Lord my God."
audio/st-pauls-scott/disc03/track09/segment031.flac,09,38,1,16,"Domine, ne in furore",1,"I have required that they, even mine enemies, should not triumph over me"
audio/st-pauls-scott/disc03/track09/segment032.flac,09,38,1,16,"Domine, ne in furore",2,"for when my foot slipped, they rejoiced greatly against me."
audio/st-pauls-scott/disc03/track09/segment033.flac,09,38,1,17,"Domine, ne in furore",1,"And I, truly, am set in the plague"
audio/st-pauls-scott/disc03/track09/segment034.flac,09,38,1,17,"Domine, ne in furore",2,and my heaviness is ever in my sight.
audio/st-pauls-scott/disc03/track09/segment035.flac,09,38,1,18,"Domine, ne in furore",1,For I will confess my wickedness
audio/st-pauls-scott/disc03/track09/segment036.flac,09,38,1,18,"Domine, ne in furore",2,and be sorry for my sin.
audio/st-pauls-scott/disc03/track09/segment037.flac,09,38,1,19,"Domine, ne in furore",1,"But mine enemies live, and are mighty"
audio/st-pauls-scott/disc03/track09/segment038.flac,09,38,1,19,"Domine, ne in furore",2,and they that hate me wrongfully are many in number.
audio/st-pauls-scott/disc03/track09/segment039.flac,09,38,1,20,"Domine, ne in furore",1,They also that reward evil for good are against me
audio/st-pauls-scott/disc03/track09/segment040.flac,09,38,1,20,"Domine, ne in furore",2,because I follow the thing that good is.
audio/st-pauls-scott/disc03/track09/segment041.flac,09,38,1,21,"Domine, ne in furore",1,"Forsake me not, O Lord my God"
audio/st-pauls-scott/disc03/track09/segment042.flac,09,38,1,21,"Domine, ne in furore",2,be not thou far from me.
audio/st-pauls-scott/disc03/track09/segment043.flac,09,38,1,22,"Domine, ne in furore",1,Haste thee to help me
audio/st-pauls-scott/disc03/track09/segment044.flac,09,38,1,22,"Domine, ne in furore",2,O Lord God of my salvation.
audio/st-pauls-scott/disc03/track09/segment045.flac,09,38,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc03/track09/segment046.flac,09,38,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc03/track09/segment047.flac,09,38,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc03/track09/segment048.flac,09,38,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc03/track09/segment049.flac,09,38,,,Doxology,2,
audio/st-pauls-scott/disc03/track10/segment000.flac,10,39,1,1,"Dixi, Custodiam",1,
audio/st-pauls-scott/disc03/track10/segment001.flac,10,39,1,1,"Dixi, Custodiam",1,"I SAID, I will take heed to my ways"
audio/st-pauls-scott/disc03/track10/segment002.flac,10,39,1,1,"Dixi, Custodiam",2,that I offend not in my tongue.
audio/st-pauls-scott/disc03/track10/segment003.flac,10,39,1,2,"Dixi, Custodiam",1,I will keep my mouth as it were with a bridle
audio/st-pauls-scott/disc03/track10/segment004.flac,10,39,1,2,"Dixi, Custodiam",2,while the ungodly is in my sight.
audio/st-pauls-scott/disc03/track10/segment005.flac,10,39,1,3,"Dixi, Custodiam",1,"I held my tongue, and spake nothing"
audio/st-pauls-scott/disc03/track10/segment006.flac,10,39,1,3,"Dixi, Custodiam",2,"I kept silence, yea, even from good words; but it was pain and grief to me."
audio/st-pauls-scott/disc03/track10/segment007.flac,10,39,1,4,"Dixi, Custodiam",1,"My heart was hot within me, and while I was thus musing the fire kindled"
audio/st-pauls-scott/disc03/track10/segment008.flac,10,39,1,4,"Dixi, Custodiam",2,and at the last I spake with my tongue;
audio/st-pauls-scott/disc03/track10/segment009.flac,10,39,1,5,"Dixi, Custodiam",1,"Lord, let me know mine end, and the number of my days"
audio/st-pauls-scott/disc03/track10/segment010.flac,10,39,1,5,"Dixi, Custodiam",2,that I may be certified how long I have to live.
audio/st-pauls-scott/disc03/track10/segment011.flac,10,39,1,6,"Dixi, Custodiam",1,"Behold, thou hast made my days as it were a span long"
audio/st-pauls-scott/disc03/track10/segment012.flac,10,39,1,6,"Dixi, Custodiam",2,and mine age is even as nothing in respect of thee; and verily every man living is altogether vanity.
audio/st-pauls-scott/disc03/track10/segment013.flac,10,39,1,7,"Dixi, Custodiam",1,"For man walketh in a vain shadow, and disquieteth himself in vain"
audio/st-pauls-scott/disc03/track10/segment014.flac,10,39,1,7,"Dixi, Custodiam",2,"he heapeth up riches, and cannot tell who shall gather them."
audio/st-pauls-scott/disc03/track10/segment015.flac,10,39,1,8,"Dixi, Custodiam",1,"And now, Lord, what is my hope"
audio/st-pauls-scott/disc03/track10/segment016.flac,10,39,1,8,"Dixi, Custodiam",2,truly my hope is even in thee.
audio/st-pauls-scott/disc03/track10/segment017.flac,10,39,1,9,"Dixi, Custodiam",1,Deliver me from all mine offences
audio/st-pauls-scott/disc03/track10/segment018.flac,10,39,1,9,"Dixi, Custodiam",2,and make me not a rebuke unto the foolish.
audio/st-pauls-scott/disc03/track10/segment019.flac,10,39,1,10,"Dixi, Custodiam",1,"I became dumb, and opened not my mouth"
audio/st-pauls-scott/disc03/track10/segment020.flac,10,39,1,10,"Dixi, Custodiam",2,for it was thy doing.
audio/st-pauls-scott/disc03/track10/segment021.flac,10,39,1,11,"Dixi, Custodiam",1,Take thy plague away from me
audio/st-pauls-scott/disc03/track10/segment022.flac,10,39,1,11,"Dixi, Custodiam",2,I am even consumed by the means of thy heavy hand.
audio/st-pauls-scott/disc03/track10/segment023.flac,10,39,1,12,"Dixi, Custodiam",1,"When thou with rebukes dost chasten man for sin, thou makest his beauty to consume away, like as it were a moth fretting a garment"
audio/st-pauls-scott/disc03/track10/segment024.flac,10,39,1,12,"Dixi, Custodiam",2,every man therefore is but vanity.
audio/st-pauls-scott/disc03/track10/segment025.flac,10,39,1,13,"Dixi, Custodiam",1,"Hear my prayer, O Lord, and with thine ears consider my calling"
audio/st-pauls-scott/disc03/track10/segment026.flac,10,39,1,13,"Dixi, Custodiam",2,hold not thy peace at my tears.
audio/st-pauls-scott/disc03/track10/segment027.flac,10,39,1,14,"Dixi, Custodiam",1,For I am a stranger with thee
audio/st-pauls-scott/disc03/track10/segment028.flac,10,39,1,14,"Dixi, Custodiam",2,"and a sojourner, as all my fathers were."
audio/st-pauls-scott/disc03/track10/segment029.flac,10,39,1,15,"Dixi, Custodiam",1,"O spare me a little, that I may recover my strength"
audio/st-pauls-scott/disc03/track10/segment030.flac,10,39,1,15,"Dixi, Custodiam",2,"before I go hence, and be no more seen."
audio/st-pauls-scott/disc03/track10/segment031.flac,10,39,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc03/track10/segment032.flac,10,39,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc03/track10/segment033.flac,10,39,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc03/track10/segment034.flac,10,39,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc03/track10/segment035.flac,10,39,,,Doxology,2,
audio/st-pauls-scott/disc03/track11/segment000.flac,11,40,1,1,Expectans expectavi,1,
audio/st-pauls-scott/disc03/track11/segment001.flac,11,40,1,1,Expectans expectavi,1,I WAITED patiently for the Lord
audio/st-pauls-scott/disc03/track11/segment002.flac,11,40,1,1,Expectans expectavi,2,"and he inclined unto me, and heard my calling."
audio/st-pauls-scott/disc03/track11/segment003.flac,11,40,1,2,Expectans expectavi,1,"He brought me also out of the horrible pit, out of the mire and clay"
audio/st-pauls-scott/disc03/track11/segment004.flac,11,40,1,2,Expectans expectavi,2,"and set my feet upon the rock, and ordered my goings."
audio/st-pauls-scott/disc03/track11/segment005.flac,11,40,1,3,Expectans expectavi,1,And he hath put a new song in my mouth
audio/st-pauls-scott/disc03/track11/segment006.flac,11,40,1,3,Expectans expectavi,2,even a thanksgiving unto our God.
audio/st-pauls-scott/disc03/track11/segment007.flac,11,40,1,4,Expectans expectavi,1,"Many shall see it, and fear"
audio/st-pauls-scott/disc03/track11/segment008.flac,11,40,1,4,Expectans expectavi,2,and shall put their trust in the Lord.
audio/st-pauls-scott/disc03/track11/segment009.flac,11,40,1,5,Expectans expectavi,1,Blessed is the man that hath set his hope in the Lord
audio/st-pauls-scott/disc03/track11/segment010.flac,11,40,1,5,Expectans expectavi,2,"and turned not unto the proud, and to such as go about with lies."
audio/st-pauls-scott/disc03/track11/segment011.flac,11,40,1,6,Expectans expectavi,1,"O Lord my God, great are the wondrous works which thou hast done, like as be also thy thoughts which are to us-ward"
audio/st-pauls-scott/disc03/track11/segment012.flac,11,40,1,6,Expectans expectavi,2,and yet there is no man that ordereth them unto thee.
audio/st-pauls-scott/disc03/track11/segment013.flac,11,40,1,7,Expectans expectavi,1,"If I should declare them, and speak of them"
audio/st-pauls-scott/disc03/track11/segment014.flac,11,40,1,7,Expectans expectavi,2,they should be more than I am able to express.
audio/st-pauls-scott/disc03/track11/segment015.flac,11,40,1,8,Expectans expectavi,1,Sacrifice and meat-offering thou wouldest not
audio/st-pauls-scott/disc03/track11/segment016.flac,11,40,1,8,Expectans expectavi,2,but mine ears hast thou opened.
audio/st-pauls-scott/disc03/track11/segment017.flac,11,40,1,9,Expectans expectavi,1,"Burnt-offerings, and sacrifice for sin, hast thou not required"
audio/st-pauls-scott/disc03/track11/segment018.flac,11,40,1,9,Expectans expectavi,2,"then said I, Lo, I come,"
audio/st-pauls-scott/disc03/track11/segment019.flac,11,40,1,10,Expectans expectavi,1,"In the volume of the book it is written of me, that I should fulfil thy will, O my God"
audio/st-pauls-scott/disc03/track11/segment020.flac,11,40,1,10,Expectans expectavi,2,"I am content to do it; yea, thy law is within my heart."
audio/st-pauls-scott/disc03/track11/segment021.flac,11,40,1,11,Expectans expectavi,1,I have declared thy righteousness in the great congregation
audio/st-pauls-scott/disc03/track11/segment022.flac,11,40,1,11,Expectans expectavi,2,"lo, I will not refrain my lips, O Lord, and that thou knowest."
audio/st-pauls-scott/disc03/track11/segment023.flac,11,40,1,12,Expectans expectavi,1,I have not hid thy righteousness within my heart
audio/st-pauls-scott/disc03/track11/segment024.flac,11,40,1,12,Expectans expectavi,2,my talk hath been of thy truth and of thy salvation.
audio/st-pauls-scott/disc03/track11/segment025.flac,11,40,1,13,Expectans expectavi,1,I have not kept back thy loving mercy and truth
audio/st-pauls-scott/disc03/track11/segment026.flac,11,40,1,13,Expectans expectavi,2,from the great congregation.
audio/st-pauls-scott/disc03/track11/segment027.flac,11,40,1,14,Expectans expectavi,1,"Withdraw not thou thy mercy from me, O Lord"
audio/st-pauls-scott/disc03/track11/segment028.flac,11,40,1,14,Expectans expectavi,2,let thy loving-kindness and thy truth alway preserve me.
audio/st-pauls-scott/disc03/track11/segment029.flac,11,40,1,15,Expectans expectavi,1,For innumerable troubles are come about me; my sins have taken such hold upon me that I am not able to look up
audio/st-pauls-scott/disc03/track11/segment030.flac,11,40,1,15,Expectans expectavi,2,"yea, they are more in number than the hairs of my head, and my heart hath failed me."
audio/st-pauls-scott/disc03/track11/segment031.flac,11,40,1,16,Expectans expectavi,1,"O Lord, let it be thy pleasure to deliver me"
audio/st-pauls-scott/disc03/track11/segment032.flac,11,40,1,16,Expectans expectavi,2,"make haste, O Lord, to help me."
audio/st-pauls-scott/disc03/track11/segment033.flac,11,40,1,17,Expectans expectavi,1,"Let them be ashamed and confounded together, that seek after my soul to destroy it"
audio/st-pauls-scott/disc03/track11/segment034.flac,11,40,1,17,Expectans expectavi,2,"let them be driven backward and put to rebuke, that wish me evil."
audio/st-pauls-scott/disc03/track11/segment035.flac,11,40,1,18,Expectans expectavi,1,"Let them be desolate, and rewarded with shame"
audio/st-pauls-scott/disc03/track11/segment036.flac,11,40,1,18,Expectans expectavi,2,"that say unto me, Fie upon thee, fie upon thee."
audio/st-pauls-scott/disc03/track11/segment037.flac,11,40,1,19,Expectans expectavi,1,Let all those that seek thee be joyful and glad in thee
audio/st-pauls-scott/disc03/track11/segment038.flac,11,40,1,19,Expectans expectavi,2,"and let such as love thy salvation say alway, The Lord be praised."
audio/st-pauls-scott/disc03/track11/segment039.flac,11,40,1,20,Expectans expectavi,1,"As for me, I am poor and needy"
audio/st-pauls-scott/disc03/track11/segment040.flac,11,40,1,20,Expectans expectavi,2,but the Lord careth for me.
audio/st-pauls-scott/disc03/track11/segment041.flac,11,40,1,21,Expectans expectavi,1,Thou art my helper and redeemer
audio/st-pauls-scott/disc03/track11/segment042.flac,11,40,1,21,Expectans expectavi,2,"make no long tarrying, O my God."
audio/st-pauls-scott/disc03/track11/segment043.flac,11,40,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc03/track11/segment044.flac,11,40,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc03/track11/segment045.flac,11,40,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc03/track11/segment046.flac,11,40,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc03/track11/segment047.flac,11,40,,,Doxology,2,
audio/st-pauls-scott/disc04/track01/segment000.flac,01,41,1,1,Beatus qui intelligit,1,
audio/st-pauls-scott/disc04/track01/segment001.flac,01,41,1,1,Beatus qui intelligit,1,BLESSED is he that considereth the poor and needy
audio/st-pauls-scott/disc04/track01/segment002.flac,01,41,1,1,Beatus qui intelligit,2,the Lord shall deliver him in the time of trouble.
audio/st-pauls-scott/disc04/track01/segment003.flac,01,41,1,2,Beatus qui intelligit,1,"The Lord preserve him, and keep him alive, that he may be blessed upon earth"
audio/st-pauls-scott/disc04/track01/segment004.flac,01,41,1,2,Beatus qui intelligit,2,and deliver not thou him into the will of his enemies.
audio/st-pauls-scott/disc04/track01/segment005.flac,01,41,1,3,Beatus qui intelligit,1,"The Lord comfort him, when he lieth sick upon his bed"
audio/st-pauls-scott/disc04/track01/segment006.flac,01,41,1,3,Beatus qui intelligit,2,make thou all his bed in his sickness.
audio/st-pauls-scott/disc04/track01/segment007.flac,01,41,1,4,Beatus qui intelligit,1,"I said, Lord, be merciful unto me"
audio/st-pauls-scott/disc04/track01/segment008.flac,01,41,1,4,Beatus qui intelligit,2,"heal my soul, for I have sinned against thee."
audio/st-pauls-scott/disc04/track01/segment009.flac,01,41,1,5,Beatus qui intelligit,1,Mine enemies speak evil of me
audio/st-pauls-scott/disc04/track01/segment010.flac,01,41,1,5,Beatus qui intelligit,2,"When shall he die, and his name perish?"
audio/st-pauls-scott/disc04/track01/segment011.flac,01,41,1,6,Beatus qui intelligit,1,"And if he come to see me, he speaketh vanity"
audio/st-pauls-scott/disc04/track01/segment012.flac,01,41,1,6,Beatus qui intelligit,2,"and his heart conceiveth falsehood within himself, and when he cometh forth he telleth it."
audio/st-pauls-scott/disc04/track01/segment013.flac,01,41,1,7,Beatus qui intelligit,1,All mine enemies whisper together against me
audio/st-pauls-scott/disc04/track01/segment014.flac,01,41,1,7,Beatus qui intelligit,2,even against me do they imagine this evil.
audio/st-pauls-scott/disc04/track01/segment015.flac,01,41,1,8,Beatus qui intelligit,1,Let the sentence of guiltiness proceed against him
audio/st-pauls-scott/disc04/track01/segment016.flac,01,41,1,8,Beatus qui intelligit,2,"and now that he lieth, let him rise up no more."
audio/st-pauls-scott/disc04/track01/segment017.flac,01,41,1,9,Beatus qui intelligit,1,"Yea, even mine own familiar friend, whom I trusted"
audio/st-pauls-scott/disc04/track01/segment018.flac,01,41,1,9,Beatus qui intelligit,2,"who did also eat of my bread, hath laid great wait for me."
audio/st-pauls-scott/disc04/track01/segment019.flac,01,41,1,10,Beatus qui intelligit,1,"But be thou merciful unto me, O Lord"
audio/st-pauls-scott/disc04/track01/segment020.flac,01,41,1,10,Beatus qui intelligit,2,"raise thou me up again, and I shall reward them."
audio/st-pauls-scott/disc04/track01/segment021.flac,01,41,1,11,Beatus qui intelligit,1,By this I know thou favourest me
audio/st-pauls-scott/disc04/track01/segment022.flac,01,41,1,11,Beatus qui intelligit,2,that mine enemy doth not triumph against me.
audio/st-pauls-scott/disc04/track01/segment023.flac,01,41,1,12,Beatus qui intelligit,1,"And when I am in my health, thou upholdest me"
audio/st-pauls-scott/disc04/track01/segment024.flac,01,41,1,12,Beatus qui intelligit,2,and shalt set me before thy face for ever.
audio/st-pauls-scott/disc04/track01/segment025.flac,01,41,1,13,Beatus qui intelligit,1,Blessed be the Lord God of Israel
audio/st-pauls-scott/disc04/track01/segment026.flac,01,41,1,13,Beatus qui intelligit,2,world without end. Amen.
audio/st-pauls-scott/disc04/track01/segment027.flac,01,41,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc04/track01/segment028.flac,01,41,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc04/track01/segment029.flac,01,41,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc04/track01/segment030.flac,01,41,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc04/track01/segment031.flac,01,41,,,Doxology,2,
audio/st-pauls-scott/disc04/track02/segment000.flac,02,42,1,1,Quemadmodum,1,
audio/st-pauls-scott/disc04/track02/segment001.flac,02,42,1,1,Quemadmodum,1,LIKE as the hart desireth the water-brooks
audio/st-pauls-scott/disc04/track02/segment002.flac,02,42,1,1,Quemadmodum,2,"so  longeth my soul after thee, O God."
audio/st-pauls-scott/disc04/track02/segment003.flac,02,42,1,2,Quemadmodum,1,"My soul is athirst for God, yea, even for the living God"
audio/st-pauls-scott/disc04/track02/segment004.flac,02,42,1,2,Quemadmodum,2,when shall I come to appear before the presence of God?
audio/st-pauls-scott/disc04/track02/segment005.flac,02,42,1,3,Quemadmodum,1,My tears have been my meat day and night
audio/st-pauls-scott/disc04/track02/segment006.flac,02,42,1,3,Quemadmodum,2,"while they daily say unto me, Where is now thy God?"
audio/st-pauls-scott/disc04/track02/segment007.flac,02,42,1,4,Quemadmodum,1,"Now when I think thereupon, I pour out my heart by myself"
audio/st-pauls-scott/disc04/track02/segment008.flac,02,42,1,4,Quemadmodum,2,"for I went with the multitude, and brought them forth into the house of God;"
audio/st-pauls-scott/disc04/track02/segment009.flac,02,42,1,5,Quemadmodum,1,In the voice of praise and thanksgiving
audio/st-pauls-scott/disc04/track02/segment010.flac,02,42,1,5,Quemadmodum,2,among such as keep holy-day.
audio/st-pauls-scott/disc04/track02/segment011.flac,02,42,1,6,Quemadmodum,1,"Why art thou so full of heaviness, O my soul"
audio/st-pauls-scott/disc04/track02/segment012.flac,02,42,1,6,Quemadmodum,2,and why art thou so disquieted within me?
audio/st-pauls-scott/disc04/track02/segment013.flac,02,42,1,7,Quemadmodum,1,Put thy trust in God
audio/st-pauls-scott/disc04/track02/segment014.flac,02,42,1,7,Quemadmodum,2,for I will yet give him thanks for the help of his countenance.
audio/st-pauls-scott/disc04/track02/segment015.flac,02,42,1,8,Quemadmodum,1,"My God, my soul is vexed within me"
audio/st-pauls-scott/disc04/track02/segment016.flac,02,42,1,8,Quemadmodum,2,"therefore will I remember thee concerning the land of Jordan, and the little hill of Hermon."
audio/st-pauls-scott/disc04/track02/segment017.flac,02,42,1,9,Quemadmodum,1,"One deep calleth another, because of the noise of the water-pipes"
audio/st-pauls-scott/disc04/track02/segment018.flac,02,42,1,9,Quemadmodum,2,all thy waves and storms are gone over me.
audio/st-pauls-scott/disc04/track02/segment019.flac,02,42,1,10,Quemadmodum,1,The Lord hath granted his loving-kindness in the day-time
audio/st-pauls-scott/disc04/track02/segment020.flac,02,42,1,10,Quemadmodum,2,"and in the night-season did I sing of him, and made my prayer unto the God of my life."
audio/st-pauls-scott/disc04/track02/segment021.flac,02,42,1,11,Quemadmodum,1,"I will say unto the God of my strength, Why hast thou forgotten me"
audio/st-pauls-scott/disc04/track02/segment022.flac,02,42,1,11,Quemadmodum,2,"why go I thus heavily, while the enemy oppresseth me?"
audio/st-pauls-scott/disc04/track02/segment023.flac,02,42,1,12,Quemadmodum,1,My bones are smitten asunder as with a sword
audio/st-pauls-scott/disc04/track02/segment024.flac,02,42,1,12,Quemadmodum,2,while mine enemies that trouble me cast me in the teeth;
audio/st-pauls-scott/disc04/track02/segment025.flac,02,42,1,13,Quemadmodum,1,"Namely, while they say daily unto me"
audio/st-pauls-scott/disc04/track02/segment026.flac,02,42,1,13,Quemadmodum,2,Where is now thy God?
audio/st-pauls-scott/disc04/track02/segment027.flac,02,42,1,14,Quemadmodum,1,"Why art thou so vexed, O my soul"
audio/st-pauls-scott/disc04/track02/segment028.flac,02,42,1,14,Quemadmodum,2,and why art thou so disquieted within me?
audio/st-pauls-scott/disc04/track02/segment029.flac,02,42,1,15,Quemadmodum,1,O put thy trust in God
audio/st-pauls-scott/disc04/track02/segment030.flac,02,42,1,15,Quemadmodum,2,"for I will yet thank him, which is the help of my countenance, and my God."
audio/st-pauls-scott/disc04/track03/segment000.flac,03,43,1,1,"Judica me, Deus",1,"GIVE sentence with me, O God, and defend my cause against the ungodly people"
audio/st-pauls-scott/disc04/track03/segment001.flac,03,43,1,1,"Judica me, Deus",2,O deliver me from the deceitful and wicked man.
audio/st-pauls-scott/disc04/track03/segment002.flac,03,43,1,2,"Judica me, Deus",1,"For thou art the God of my strength, why hast thou put me from thee"
audio/st-pauls-scott/disc04/track03/segment003.flac,03,43,1,2,"Judica me, Deus",2,"and why go I so heavily, while the enemy oppresseth me?"
audio/st-pauls-scott/disc04/track03/segment004.flac,03,43,1,3,"Judica me, Deus",1,"O send out thy light and thy truth, that they may lead me"
audio/st-pauls-scott/disc04/track03/segment005.flac,03,43,1,3,"Judica me, Deus",2,"and bring me unto thy holy hill, and to thy dwelling."
audio/st-pauls-scott/disc04/track03/segment006.flac,03,43,1,4,"Judica me, Deus",1,"And that I may go unto the altar of God, even unto the God of my joy and gladness"
audio/st-pauls-scott/disc04/track03/segment007.flac,03,43,1,4,"Judica me, Deus",2,"and upon the harp will I give thanks unto thee, O God, my God."
audio/st-pauls-scott/disc04/track03/segment008.flac,03,43,1,5,"Judica me, Deus",1,"Why art thou so heavy, O my soul"
audio/st-pauls-scott/disc04/track03/segment009.flac,03,43,1,5,"Judica me, Deus",2,and why art thou so disquieted within me?
audio/st-pauls-scott/disc04/track03/segment010.flac,03,43,1,6,"Judica me, Deus",1,O put thy trust in God
audio/st-pauls-scott/disc04/track03/segment011.flac,03,43,1,6,"Judica me, Deus",2,"for I will yet give him thanks, which is the help of my countenance, and my God."
audio/st-pauls-scott/disc04/track03/segment012.flac,03,43,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc04/track03/segment013.flac,03,43,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc04/track03/segment014.flac,03,43,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc04/track03/segment015.flac,03,43,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc04/track03/segment016.flac,03,43,,,Doxology,2,
audio/st-pauls-scott/disc04/track04/segment000.flac,04,44,1,1,"Deus, auribus",1,
audio/st-pauls-scott/disc04/track04/segment001.flac,04,44,1,1,"Deus, auribus",1,"WE have heard with our ears, O God, our fathers have told us"
audio/st-pauls-scott/disc04/track04/segment002.flac,04,44,1,1,"Deus, auribus",2,what thou hast done in their time of old;
audio/st-pauls-scott/disc04/track04/segment003.flac,04,44,1,2,"Deus, auribus",1,"How thou hast driven out the heathen with thy hand, and planted them in"
audio/st-pauls-scott/disc04/track04/segment004.flac,04,44,1,2,"Deus, auribus",2,how thou hast destroyed the nations and cast them out.
audio/st-pauls-scott/disc04/track04/segment005.flac,04,44,1,3,"Deus, auribus",1,For they gat not the land in possession through their own sword
audio/st-pauls-scott/disc04/track04/segment006.flac,04,44,1,3,"Deus, auribus",2,neither was it their own arm that helped them;
audio/st-pauls-scott/disc04/track04/segment007.flac,04,44,1,4,"Deus, auribus",1,"But thy right hand, and thine arm, and the light of thy countenance"
audio/st-pauls-scott/disc04/track04/segment008.flac,04,44,1,4,"Deus, auribus",2,because thou hadst a favour unto them.
audio/st-pauls-scott/disc04/track04/segment009.flac,04,44,1,5,"Deus, auribus",1,"Thou art my King, O God"
audio/st-pauls-scott/disc04/track04/segment010.flac,04,44,1,5,"Deus, auribus",2,send help unto Jacob.
audio/st-pauls-scott/disc04/track04/segment011.flac,04,44,1,6,"Deus, auribus",1,Through thee will we overthrow our enemies
audio/st-pauls-scott/disc04/track04/segment012.flac,04,44,1,6,"Deus, auribus",2,"and in thy Name will we tread them under, that rise up against us."
audio/st-pauls-scott/disc04/track04/segment013.flac,04,44,1,7,"Deus, auribus",1,For I will not trust in my bow
audio/st-pauls-scott/disc04/track04/segment014.flac,04,44,1,7,"Deus, auribus",2,it is not my sword that shall help me;
audio/st-pauls-scott/disc04/track04/segment015.flac,04,44,1,8,"Deus, auribus",1,But it is thou that savest us from our enemies
audio/st-pauls-scott/disc04/track04/segment016.flac,04,44,1,8,"Deus, auribus",2,and puttest them to confusion that hate us.
audio/st-pauls-scott/disc04/track04/segment017.flac,04,44,1,9,"Deus, auribus",1,We make our boast of God all day long
audio/st-pauls-scott/disc04/track04/segment018.flac,04,44,1,9,"Deus, auribus",2,and will praise thy Name for ever.
audio/st-pauls-scott/disc04/track04/segment019.flac,04,44,1,10,"Deus, auribus",1,"But now thou art far off, and puttest us to confusion"
audio/st-pauls-scott/disc04/track04/segment020.flac,04,44,1,10,"Deus, auribus",2,and goest not forth with our armies.
audio/st-pauls-scott/disc04/track04/segment021.flac,04,44,1,11,"Deus, auribus",1,Thou makest us to turn our backs upon our enemies
audio/st-pauls-scott/disc04/track04/segment022.flac,04,44,1,11,"Deus, auribus",2,so that they which hate us spoil our goods.
audio/st-pauls-scott/disc04/track04/segment023.flac,04,44,1,12,"Deus, auribus",1,Thou lettest us be eaten up like sheep
audio/st-pauls-scott/disc04/track04/segment024.flac,04,44,1,12,"Deus, auribus",2,and hast scattered us among the heathen.
audio/st-pauls-scott/disc04/track04/segment025.flac,04,44,1,13,"Deus, auribus",1,Thou sellest thy people for nought
audio/st-pauls-scott/disc04/track04/segment026.flac,04,44,1,13,"Deus, auribus",2,and takest no money for them.
