psalm_number,section_number,verse_number,section_title,part_number,text
37,1,6,Noli aemulari,1,He shall make thy righteousness as clear as the light
37,1,6,Noli aemulari,2,and thy just dealing as the noon-day.
37,1,7,Noli aemulari,1,"Hold thee still in the Lord, and abide patiently upon him"
37,1,7,Noli aemulari,2,"but grieve not thyself at him whose way doth prosper, against the man that doeth after evil counsels."
37,1,8,Noli aemulari,1,"Leave off from wrath, and let go displeasure"
37,1,8,Noli aemulari,2,"fret not thyself, else shalt thou be moved to do evil."
37,1,9,Noli aemulari,1,Wicked doers shall be rooted out
37,1,9,Noli aemulari,2,"and they that patiently abide the Lord, those shall inherit the land."
37,1,10,Noli aemulari,1,"Yet a little while, and the ungodly shall be clean gone"
37,1,10,Noli aemulari,2,"thou shalt look after his place, and he shall be away."
37,1,11,Noli aemulari,1,But the meek-spirited shall possess the earth
37,1,11,Noli aemulari,2,and shall be refreshed in the multitude of peace.
37,1,12,Noli aemulari,1,The ungodly seeketh counsel against the just
37,1,12,Noli aemulari,2,and gnasheth upon him with his teeth.
37,1,13,Noli aemulari,1,The Lord shall laugh him to scorn
37,1,13,Noli aemulari,2,for he hath seen that his day is coming.
37,1,14,Noli aemulari,1,"The ungodly have drawn out the sword, and have bent their bow"
37,1,14,Noli aemulari,2,"to cast down the poor and needy, and to slay such as are of a right conversation."
37,1,15,Noli aemulari,1,Their sword shall go through their own heart
37,1,15,Noli aemulari,2,and their bow shall be broken.
37,1,16,Noli aemulari,1,A small thing that the righteous hath
37,1,16,Noli aemulari,2,is better than great riches of the ungodly.
37,1,17,Noli aemulari,1,For the arms of the ungodly shall be broken
37,1,17,Noli aemulari,2,and the Lord upholdeth the righteous.
37,1,18,Noli aemulari,1,The Lord knoweth the days of the godly
37,1,18,Noli aemulari,2,and their inheritance shall endure for ever.
37,1,19,Noli aemulari,1,They shall not be confounded in the perilous time
37,1,19,Noli aemulari,2,and in the days of dearth they shall have enough.
37,1,20,Noli aemulari,1,"As for the ungodly, they shall perish; and the enemies of the Lord shall consume as the fat of lambs"
37,1,20,Noli aemulari,2,"yea, even as the smoke shall they consume away."
37,1,21,Noli aemulari,1,"The ungodly borroweth, and payeth not again"
37,1,21,Noli aemulari,2,but the righteous is merciful and liberal.
37,1,22,Noli aemulari,1,Such as are blessed of God shall possess the land
37,1,22,Noli aemulari,2,and they that are cursed of him shall be rooted out.
37,1,23,Noli aemulari,1,The Lord ordereth a good man's going
37,1,23,Noli aemulari,2,and maketh his way acceptable to himself.
37,1,24,Noli aemulari,1,"Though he fall, he shall not be cast away"
37,1,24,Noli aemulari,2,for the Lord upholdeth him with his hand.
37,1,25,Noli aemulari,1,"I have been young, and now am old"
37,1,25,Noli aemulari,2,"and yet saw I never the righteous forsaken, nor his seed begging their bread."
37,1,26,Noli aemulari,1,"The righteous is ever merciful, and lendeth"
37,1,26,Noli aemulari,2,and his seed is blessed.
37,1,27,Noli aemulari,1,"Flee from evil, and do the thing that is good"
37,1,27,Noli aemulari,2,and dwell for evermore.
37,1,28,Noli aemulari,1,For the Lord loveth the thing that is right
37,1,28,Noli aemulari,2,"he forsaketh not his that be godly, but they are preserved for ever."
37,1,29,Noli aemulari,1,The unrighteous shall be punished
37,1,29,Noli aemulari,2,"as for the seed of the ungodly, it shall be rooted out."
37,1,30,Noli aemulari,1,The righteous shall inherit the land
37,1,30,Noli aemulari,2,and dwell therein for ever.
37,1,31,Noli aemulari,1,The mouth of the righteous is exercised in wisdom
37,1,31,Noli aemulari,2,and his tongue will be talking of judgement.
37,1,32,Noli aemulari,1,The law of his God is in his heart
37,1,32,Noli aemulari,2,and his goings shall not slide.
37,1,33,Noli aemulari,1,The ungodly seeth the righteous
37,1,33,Noli aemulari,2,and seeketh occasion to slay him.
37,1,34,Noli aemulari,1,The Lord will not leave him in his hand
37,1,34,Noli aemulari,2,nor condemn him when he is judged.
37,1,35,Noli aemulari,1,"Hope thou in the Lord, and keep his way, and he shall promote thee, that thou shalt possess the land"
37,1,35,Noli aemulari,2,"when the ungodly shall perish, thou shalt see it."
37,1,36,Noli aemulari,1,I myself have seen the ungodly in great power
37,1,36,Noli aemulari,2,and flourishing like a green bay-tree.
37,1,37,Noli aemulari,1,"I went by, and lo, he was gone"
37,1,37,Noli aemulari,2,"I sought him, but his place could no where be found."
37,1,38,Noli aemulari,1,"Keep innocency, and take heed unto the thing that is right"
37,1,38,Noli aemulari,2,for that shall bring a man peace at the last.
37,1,39,Noli aemulari,1,"As for the transgressors, they shall perish together"
37,1,39,Noli aemulari,2,"and the end of the ungodly is, they shall be rooted out at the last."
37,1,40,Noli aemulari,1,But the salvation of the righteous cometh of the Lord
37,1,40,Noli aemulari,2,who is also their strength in the time of trouble.
37,1,41,Noli aemulari,1,"And the Lord shall stand by them, and save them"
37,1,41,Noli aemulari,2,"he shall deliver them from the ungodly, and shall save them, because they put their trust in him."
37,2,43,Doxology,1,Glory be to the Father
37,2,43,Doxology,2,"and to the Son, and to the Holy Ghost"
37,2,42,Doxology,1,"As it was in the beginning, is now, and ever shall be"
37,2,42,Doxology,2,world without end. Amen.
38,1,1,"Domine, ne in furore",1,"PUT me not to rebuke, O Lord, in thine anger"
38,1,1,"Domine, ne in furore",2,neither chasten me in thy heavy displeasure.
38,1,2,"Domine, ne in furore",1,For thine arrows stick fast in me
38,1,2,"Domine, ne in furore",2,and thy hand presseth me sore.
38,1,3,"Domine, ne in furore",1,"There is no health in my flesh, because of thy displeasure"
38,1,3,"Domine, ne in furore",2,"neither is there any rest in my bones, by reason of my sin."
38,1,4,"Domine, ne in furore",1,For my wickednesses are gone over my head
38,1,4,"Domine, ne in furore",2,"and are like a sore burden, too heavy for me to bear."
38,1,5,"Domine, ne in furore",1,"My wounds stink, and are corrupt"
38,1,5,"Domine, ne in furore",2,through my foolishness.
38,1,6,"Domine, ne in furore",1,I am brought into so great trouble and misery
38,1,6,"Domine, ne in furore",2,that I go mourning all the day long.
38,1,7,"Domine, ne in furore",1,For my loins are filled with a sore disease
38,1,7,"Domine, ne in furore",2,and there is no whole part in my body.
38,1,8,"Domine, ne in furore",1,"I am feeble, and sore smitten"
38,1,8,"Domine, ne in furore",2,I have roared for the very disquietness of my heart.
38,1,9,"Domine, ne in furore",1,"Lord, thou knowest all my desire"
38,1,9,"Domine, ne in furore",2,and my groaning is not hid from thee.
38,1,10,"Domine, ne in furore",1,"My heart panteth, my strength hath failed me"
38,1,10,"Domine, ne in furore",2,and the sight of mine eyes is gone from me.
38,1,11,"Domine, ne in furore",1,My lovers and my neighbours did stand looking upon my trouble
38,1,11,"Domine, ne in furore",2,and my kinsmen stood afar off.
38,1,12,"Domine, ne in furore",1,They also that sought after my life laid snares for me
38,1,12,"Domine, ne in furore",2,"and they that went about to do me evil talked of wickedness, and imagined deceit all the day long."
38,1,13,"Domine, ne in furore",1,"As for me, I was like a deaf man, and heard not"
38,1,13,"Domine, ne in furore",2,"and as one that is dumb, who doth not open his mouth."
38,1,14,"Domine, ne in furore",1,I became even as a man that heareth not
38,1,14,"Domine, ne in furore",2,and in whose mouth are no reproofs.
38,1,15,"Domine, ne in furore",1,"For in thee, O Lord, have I put my trust"
38,1,15,"Domine, ne in furore",2,"thou shalt answer for me, O Lord my God."
38,1,16,"Domine, ne in furore",1,"I have required that they, even mine enemies, should not triumph over me"
38,1,16,"Domine, ne in furore",2,"for when my foot slipped, they rejoiced greatly against me."
38,1,17,"Domine, ne in furore",1,"And I, truly, am set in the plague"
38,1,17,"Domine, ne in furore",2,and my heaviness is ever in my sight.
38,1,18,"Domine, ne in furore",1,For I will confess my wickedness
38,1,18,"Domine, ne in furore",2,and be sorry for my sin.
38,1,19,"Domine, ne in furore",1,"But mine enemies live, and are mighty"
38,1,19,"Domine, ne in furore",2,and they that hate me wrongfully are many in number.
38,1,20,"Domine, ne in furore",1,They also that reward evil for good are against me
38,1,20,"Domine, ne in furore",2,because I follow the thing that good is.
38,1,21,"Domine, ne in furore",1,"Forsake me not, O Lord my God"
38,1,21,"Domine, ne in furore",2,be not thou far from me.
38,1,22,"Domine, ne in furore",1,Haste thee to help me
38,1,22,"Domine, ne in furore",2,O Lord God of my salvation.
38,2,23,Doxology,1,Glory be to the Father
38,2,23,Doxology,2,"and to the Son, and to the Holy Ghost"
38,2,24,Doxology,1,"As it was in the beginning, is now, and ever shall be"
38,2,24,Doxology,2,world without end. Amen.
39,1,1,"Dixi, Custodiam",1,"I SAID, I will take heed to my ways"
39,1,1,"Dixi, Custodiam",2,that I offend not in my tongue.
39,1,2,"Dixi, Custodiam",1,I will keep my mouth as it were with a bridle
39,1,2,"Dixi, Custodiam",2,while the ungodly is in my sight.
39,1,3,"Dixi, Custodiam",1,"I held my tongue, and spake nothing"
39,1,3,"Dixi, Custodiam",2,"I kept silence, yea, even from good words; but it was pain and grief to me."
39,1,4,"Dixi, Custodiam",1,"My heart was hot within me, and while I was thus musing the fire kindled"
39,1,4,"Dixi, Custodiam",2,and at the last I spake with my tongue;
39,1,5,"Dixi, Custodiam",1,"Lord, let me know mine end, and the number of my days"
39,1,5,"Dixi, Custodiam",2,that I may be certified how long I have to live.
39,1,6,"Dixi, Custodiam",1,"Behold, thou hast made my days as it were a span long"
39,1,6,"Dixi, Custodiam",2,and mine age is even as nothing in respect of thee; and verily every man living is altogether vanity.
39,1,7,"Dixi, Custodiam",1,"For man walketh in a vain shadow, and disquieteth himself in vain"
39,1,7,"Dixi, Custodiam",2,"he heapeth up riches, and cannot tell who shall gather them."
39,1,8,"Dixi, Custodiam",1,"And now, Lord, what is my hope"
39,1,8,"Dixi, Custodiam",2,truly my hope is even in thee.
39,1,9,"Dixi, Custodiam",1,Deliver me from all mine offences
39,1,9,"Dixi, Custodiam",2,and make me not a rebuke unto the foolish.
39,1,10,"Dixi, Custodiam",1,"I became dumb, and opened not my mouth"
39,1,10,"Dixi, Custodiam",2,for it was thy doing.
39,1,11,"Dixi, Custodiam",1,Take thy plague away from me
39,1,11,"Dixi, Custodiam",2,I am even consumed by the means of thy heavy hand.
39,1,12,"Dixi, Custodiam",1,"When thou with rebukes dost chasten man for sin, thou makest his beauty to consume away, like as it were a moth fretting a garment"
39,1,12,"Dixi, Custodiam",2,every man therefore is but vanity.
39,1,13,"Dixi, Custodiam",1,"Hear my prayer, O Lord, and with thine ears consider my calling"
39,1,13,"Dixi, Custodiam",2,hold not thy peace at my tears.
39,1,14,"Dixi, Custodiam",1,For I am a stranger with thee
39,1,14,"Dixi, Custodiam",2,"and a sojourner, as all my fathers were."
39,1,15,"Dixi, Custodiam",1,"O spare me a little, that I may recover my strength"
39,1,15,"Dixi, Custodiam",2,"before I go hence, and be no more seen."
39,2,17,Doxology,1,Glory be to the Father
39,2,17,Doxology,2,"and to the Son, and to the Holy Ghost"
39,2,16,Doxology,1,"As it was in the beginning, is now, and ever shall be"
39,2,16,Doxology,2,world without end. Amen.
40,1,1,Expectans expectavi,1,I WAITED patiently for the Lord
40,1,1,Expectans expectavi,2,"and he inclined unto me, and heard my calling."
40,1,2,Expectans expectavi,1,"He brought me also out of the horrible pit, out of the mire and clay"
40,1,2,Expectans expectavi,2,"and set my feet upon the rock, and ordered my goings."
40,1,3,Expectans expectavi,1,And he hath put a new song in my mouth
40,1,3,Expectans expectavi,2,even a thanksgiving unto our God.
40,1,4,Expectans expectavi,1,"Many shall see it, and fear"
40,1,4,Expectans expectavi,2,and shall put their trust in the Lord.
40,1,5,Expectans expectavi,1,Blessed is the man that hath set his hope in the Lord
40,1,5,Expectans expectavi,2,"and turned not unto the proud, and to such as go about with lies."
40,1,6,Expectans expectavi,1,"O Lord my God, great are the wondrous works which thou hast done, like as be also thy thoughts which are to us-ward"
40,1,6,Expectans expectavi,2,and yet there is no man that ordereth them unto thee.
40,1,7,Expectans expectavi,1,"If I should declare them, and speak of them"
40,1,7,Expectans expectavi,2,they should be more than I am able to express.
40,1,8,Expectans expectavi,1,Sacrifice and meat-offering thou wouldest not
40,1,8,Expectans expectavi,2,but mine ears hast thou opened.
40,1,9,Expectans expectavi,1,"Burnt-offerings, and sacrifice for sin, hast thou not required"
40,1,9,Expectans expectavi,2,"then said I, Lo, I come,"
40,1,10,Expectans expectavi,1,"In the volume of the book it is written of me, that I should fulfil thy will, O my God"
40,1,10,Expectans expectavi,2,"I am content to do it; yea, thy law is within my heart."
40,1,11,Expectans expectavi,1,I have declared thy righteousness in the great congregation
40,1,11,Expectans expectavi,2,"lo, I will not refrain my lips, O Lord, and that thou knowest."
40,1,12,Expectans expectavi,1,I have not hid thy righteousness within my heart
40,1,12,Expectans expectavi,2,my talk hath been of thy truth and of thy salvation.
40,1,13,Expectans expectavi,1,I have not kept back thy loving mercy and truth
40,1,13,Expectans expectavi,2,from the great congregation.
40,1,14,Expectans expectavi,1,"Withdraw not thou thy mercy from me, O Lord"
40,1,14,Expectans expectavi,2,let thy loving-kindness and thy truth alway preserve me.
40,1,15,Expectans expectavi,1,For innumerable troubles are come about me; my sins have taken such hold upon me that I am not able to look up
40,1,15,Expectans expectavi,2,"yea, they are more in number than the hairs of my head, and my heart hath failed me."
40,1,16,Expectans expectavi,1,"O Lord, let it be thy pleasure to deliver me"
40,1,16,Expectans expectavi,2,"make haste, O Lord, to help me."
40,1,17,Expectans expectavi,1,"Let them be ashamed and confounded together, that seek after my soul to destroy it"
40,1,17,Expectans expectavi,2,"let them be driven backward and put to rebuke, that wish me evil."
40,1,18,Expectans expectavi,1,"Let them be desolate, and rewarded with shame"
40,1,18,Expectans expectavi,2,"that say unto me, Fie upon thee, fie upon thee."
40,1,19,Expectans expectavi,1,Let all those that seek thee be joyful and glad in thee
40,1,19,Expectans expectavi,2,"and let such as love thy salvation say alway, The Lord be praised."
40,1,20,Expectans expectavi,1,"As for me, I am poor and needy"
40,1,20,Expectans expectavi,2,but the Lord careth for me.
40,1,21,Expectans expectavi,1,Thou art my helper and redeemer
40,1,21,Expectans expectavi,2,"make no long tarrying, O my God."
40,2,23,Doxology,1,Glory be to the Father
40,2,23,Doxology,2,"and to the Son, and to the Holy Ghost"
40,2,22,Doxology,1,"As it was in the beginning, is now, and ever shall be"
40,2,22,Doxology,2,world without end. Amen.
41,1,1,Beatus qui intelligit,1,BLESSED is he that considereth the poor and needy
41,1,1,Beatus qui intelligit,2,the Lord shall deliver him in the time of trouble.
41,1,2,Beatus qui intelligit,1,"The Lord preserve him, and keep him alive, that he may be blessed upon earth"
41,1,2,Beatus qui intelligit,2,and deliver not thou him into the will of his enemies.
41,1,3,Beatus qui intelligit,1,"The Lord comfort him, when he lieth sick upon his bed"
41,1,3,Beatus qui intelligit,2,make thou all his bed in his sickness.
41,1,4,Beatus qui intelligit,1,"I said, Lord, be merciful unto me"
41,1,4,Beatus qui intelligit,2,"heal my soul, for I have sinned against thee."
41,1,5,Beatus qui intelligit,1,Mine enemies speak evil of me
41,1,5,Beatus qui intelligit,2,"When shall he die, and his name perish?"
41,1,6,Beatus qui intelligit,1,"And if he come to see me, he speaketh vanity"
41,1,6,Beatus qui intelligit,2,"and his heart conceiveth falsehood within himself, and when he cometh forth he telleth it."
41,1,7,Beatus qui intelligit,1,All mine enemies whisper together against me
41,1,7,Beatus qui intelligit,2,even against me do they imagine this evil.
41,1,8,Beatus qui intelligit,1,Let the sentence of guiltiness proceed against him
41,1,8,Beatus qui intelligit,2,"and now that he lieth, let him rise up no more."
41,1,9,Beatus qui intelligit,1,"Yea, even mine own familiar friend, whom I trusted"
41,1,9,Beatus qui intelligit,2,"who did also eat of my bread, hath laid great wait for me."
41,1,10,Beatus qui intelligit,1,"But be thou merciful unto me, O Lord"
41,1,10,Beatus qui intelligit,2,"raise thou me up again, and I shall reward them."
41,1,11,Beatus qui intelligit,1,By this I know thou favourest me
41,1,11,Beatus qui intelligit,2,that mine enemy doth not triumph against me.
41,1,12,Beatus qui intelligit,1,"And when I am in my health, thou upholdest me"
41,1,12,Beatus qui intelligit,2,and shalt set me before thy face for ever.
41,1,13,Beatus qui intelligit,1,Blessed be the Lord God of Israel
41,1,13,Beatus qui intelligit,2,world without end. Amen.
41,2,15,Doxology,1,Glory be to the Father
41,2,15,Doxology,2,"and to the Son, and to the Holy Ghost"
41,2,14,Doxology,1,"As it was in the beginning, is now, and ever shall be"
41,2,14,Doxology,2,world without end. Amen.
42,1,1,Quemadmodum,1,LIKE as the hart desireth the water-brooks
42,1,1,Quemadmodum,2,"so  longeth my soul after thee, O God."
42,1,2,Quemadmodum,1,"My soul is athirst for God, yea, even for the living God"
42,1,2,Quemadmodum,2,when shall I come to appear before the presence of God?
42,1,3,Quemadmodum,1,My tears have been my meat day and night
42,1,3,Quemadmodum,2,"while they daily say unto me, Where is now thy God?"
42,1,4,Quemadmodum,1,"Now when I think thereupon, I pour out my heart by myself"
42,1,4,Quemadmodum,2,"for I went with the multitude, and brought them forth into the house of God;"
42,1,5,Quemadmodum,1,In the voice of praise and thanksgiving
42,1,5,Quemadmodum,2,among such as keep holy-day.
42,1,6,Quemadmodum,1,"Why art thou so full of heaviness, O my soul"
42,1,6,Quemadmodum,2,and why art thou so disquieted within me?
42,1,7,Quemadmodum,1,Put thy trust in God
42,1,7,Quemadmodum,2,for I will yet give him thanks for the help of his countenance.
42,1,8,Quemadmodum,1,"My God, my soul is vexed within me"
42,1,8,Quemadmodum,2,"therefore will I remember thee concerning the land of Jordan, and the little hill of Hermon."
42,1,9,Quemadmodum,1,"One deep calleth another, because of the noise of the water-pipes"
42,1,9,Quemadmodum,2,all thy waves and storms are gone over me.
42,1,10,Quemadmodum,1,The Lord hath granted his loving-kindness in the day-time
42,1,10,Quemadmodum,2,"and in the night-season did I sing of him, and made my prayer unto the God of my life."
42,1,11,Quemadmodum,1,"I will say unto the God of my strength, Why hast thou forgotten me"
42,1,11,Quemadmodum,2,"why go I thus heavily, while the enemy oppresseth me?"
42,1,12,Quemadmodum,1,My bones are smitten asunder as with a sword
42,1,12,Quemadmodum,2,while mine enemies that trouble me cast me in the teeth;
42,1,13,Quemadmodum,1,"Namely, while they say daily unto me"
42,1,13,Quemadmodum,2,Where is now thy God?
42,1,14,Quemadmodum,1,"Why art thou so vexed, O my soul"
42,1,14,Quemadmodum,2,and why art thou so disquieted within me?
42,1,15,Quemadmodum,1,O put thy trust in God
42,1,15,Quemadmodum,2,"for I will yet thank him, which is the help of my countenance, and my God."
42,2,17,Doxology,1,Glory be to the Father
42,2,17,Doxology,2,"and to the Son, and to the Holy Ghost"
42,2,16,Doxology,1,"As it was in the beginning, is now, and ever shall be"
42,2,16,Doxology,2,world without end. Amen.
43,1,1,"Judica me, Deus",1,"GIVE sentence with me, O God, and defend my cause against the ungodly people"
43,1,1,"Judica me, Deus",2,O deliver me from the deceitful and wicked man.
43,1,2,"Judica me, Deus",1,"For thou art the God of my strength, why hast thou put me from thee"
43,1,2,"Judica me, Deus",2,"and why go I so heavily, while the enemy oppresseth me?"
43,1,3,"Judica me, Deus",1,"O send out thy light and thy truth, that they may lead me"
43,1,3,"Judica me, Deus",2,"and bring me unto thy holy hill, and to thy dwelling."
43,1,4,"Judica me, Deus",1,"And that I may go unto the altar of God, even unto the God of my joy and gladness"
43,1,4,"Judica me, Deus",2,"and upon the harp will I give thanks unto thee, O God, my God."
43,1,5,"Judica me, Deus",1,"Why art thou so heavy, O my soul"
43,1,5,"Judica me, Deus",2,and why art thou so disquieted within me?
43,1,6,"Judica me, Deus",1,O put thy trust in God
43,1,6,"Judica me, Deus",2,"for I will yet give him thanks, which is the help of my countenance, and my God."
43,2,7,Doxology,1,Glory be to the Father
43,2,7,Doxology,2,"and to the Son, and to the Holy Ghost"
43,2,8,Doxology,1,"As it was in the beginning, is now, and ever shall be"
43,2,8,Doxology,2,world without end. Amen.
44,1,1,"Deus, auribus",1,"WE have heard with our ears, O God, our fathers have told us"
44,1,1,"Deus, auribus",2,what thou hast done in their time of old;
44,1,2,"Deus, auribus",1,"How thou hast driven out the heathen with thy hand, and planted them in"
44,1,2,"Deus, auribus",2,how thou hast destroyed the nations and cast them out.
44,1,3,"Deus, auribus",1,For they gat not the land in possession through their own sword
44,1,3,"Deus, auribus",2,neither was it their own arm that helped them;
44,1,4,"Deus, auribus",1,"But thy right hand, and thine arm, and the light of thy countenance"
44,1,4,"Deus, auribus",2,because thou hadst a favour unto them.
44,1,5,"Deus, auribus",1,"Thou art my King, O God"
44,1,5,"Deus, auribus",2,send help unto Jacob.
44,1,6,"Deus, auribus",1,Through thee will we overthrow our enemies
44,1,6,"Deus, auribus",2,"and in thy Name will we tread them under, that rise up against us."
44,1,7,"Deus, auribus",1,For I will not trust in my bow
44,1,7,"Deus, auribus",2,it is not my sword that shall help me;
44,1,8,"Deus, auribus",1,But it is thou that savest us from our enemies
44,1,8,"Deus, auribus",2,and puttest them to confusion that hate us.
44,1,9,"Deus, auribus",1,We make our boast of God all day long
44,1,9,"Deus, auribus",2,and will praise thy Name for ever.
44,1,10,"Deus, auribus",1,"But now thou art far off, and puttest us to confusion"
44,1,10,"Deus, auribus",2,and goest not forth with our armies.
44,1,11,"Deus, auribus",1,Thou makest us to turn our backs upon our enemies
44,1,11,"Deus, auribus",2,so that they which hate us spoil our goods.
44,1,12,"Deus, auribus",1,Thou lettest us be eaten up like sheep
44,1,12,"Deus, auribus",2,and hast scattered us among the heathen.
44,1,13,"Deus, auribus",1,Thou sellest thy people for nought
44,1,13,"Deus, auribus",2,and takest no money for them.
44,1,14,"Deus, auribus",1,Thou makest us to be rebuked of our neighbours
44,1,14,"Deus, auribus",2,"to be laughed to scorn, and had in derision of them that are round about us."
44,1,15,"Deus, auribus",1,Thou makest us to be a by-word among the heathen
44,1,15,"Deus, auribus",2,and that the people shake their heads at us.
44,1,16,"Deus, auribus",1,My confusion is daily before me
44,1,16,"Deus, auribus",2,and the shame of my face hath covered me;
44,1,17,"Deus, auribus",1,For the voice of the slanderer and blasphemer
44,1,17,"Deus, auribus",2,for the enemy and avenger.
44,1,18,"Deus, auribus",1,"And though all this be come upon us, yet do we not forget thee"
44,1,18,"Deus, auribus",2,nor behave ourselves frowardly in thy covenant.
44,1,19,"Deus, auribus",1,Our heart is not turned back
44,1,19,"Deus, auribus",2,neither our steps gone out of thy way;
44,1,20,"Deus, auribus",1,"No, not when thou hast smitten us into the place of dragons"
44,1,20,"Deus, auribus",2,and covered us with the shadow of death.
44,1,21,"Deus, auribus",1,"If we have forgotten the Name of our God, and holden up our hands to any strange god"
44,1,21,"Deus, auribus",2,shall not God search it out? for he knoweth the very secrets of the heart.
44,1,22,"Deus, auribus",1,For thy sake also are we killed all the day long
44,1,22,"Deus, auribus",2,and are counted as sheep appointed to be slain.
44,1,23,"Deus, auribus",1,"Up, Lord, why sleepest thou"
44,1,23,"Deus, auribus",2,"awake, and be not absent from us for ever."
44,1,24,"Deus, auribus",1,Wherefore hidest thou thy face
44,1,24,"Deus, auribus",2,and forgettest our misery and trouble?
44,1,25,"Deus, auribus",1,"For our soul is brought low, even unto the dust"
44,1,25,"Deus, auribus",2,our belly cleaveth unto the ground.
44,1,26,"Deus, auribus",1,"Arise, and help us"
44,1,26,"Deus, auribus",2,and deliver us for thy mercy's sake.
44,2,27,Doxology,1,Glory be to the Father
44,2,27,Doxology,2,"and to the Son, and to the Holy Ghost"
44,2,28,Doxology,1,"As it was in the beginning, is now, and ever shall be"
44,2,28,Doxology,2,world without end. Amen.
45,1,1,Eructavit cor meum,1,MY heart is inditing of a good matter
45,1,1,Eructavit cor meum,2,I speak of the things which I have made unto the King.
45,1,2,Eructavit cor meum,1,My tongue is the pen
45,1,2,Eructavit cor meum,2,of a ready writer.
45,1,3,Eructavit cor meum,1,Thou art fairer than the children of men
45,1,3,Eructavit cor meum,2,"full of grace are thy lips, because God hath blessed thee for ever."
45,1,4,Eructavit cor meum,1,"Gird thee with thy sword upon thy thigh, O thou most Mighty"
45,1,4,Eructavit cor meum,2,according to thy worship and renown.
45,1,5,Eructavit cor meum,1,Good luck have thou with thine honour
45,1,5,Eructavit cor meum,2,"ride on, because of the word of truth, of meekness, and righteousness; and thy right hand shall teach thee terrible things."
45,1,6,Eructavit cor meum,1,"Thy arrows are very sharp, and the people shall be subdued unto thee"
45,1,6,Eructavit cor meum,2,even in the midst among the King's enemies.
45,1,7,Eructavit cor meum,1,"Thy seat, O God, endureth for ever"
45,1,7,Eructavit cor meum,2,the sceptre of thy kingdom is a right sceptre.
45,1,8,Eructavit cor meum,1,"Thou hast loved righteousness, and hated iniquity"
45,1,8,Eructavit cor meum,2,"wherefore God, even thy God, hath anointed thee with the oil of gladness above thy fellows."
45,1,9,Eructavit cor meum,1,"All thy garments smell of myrrh, aloes, and cassia"
45,1,9,Eructavit cor meum,2,"out of the ivory palaces, whereby they have made thee glad."
45,1,10,Eructavit cor meum,1,Kings' daughters were among thy honourable women
45,1,10,Eructavit cor meum,2,"upon thy right hand did stand the queen in a vesture of gold, wrought about with divers colours."
45,1,11,Eructavit cor meum,1,"Hearken, O daughter, and consider, incline thine ear"
45,1,11,Eructavit cor meum,2,"forget also thine own people, and thy father's house."
45,1,12,Eructavit cor meum,1,So shall the King have pleasure in thy beauty
45,1,12,Eructavit cor meum,2,"for he is thy Lord God, and worship thou him."
45,1,13,Eructavit cor meum,1,And the daughter of Tyre shall be there with a gift
45,1,13,Eructavit cor meum,2,like as the rich also among the people shall make their supplication before thee.
45,1,14,Eructavit cor meum,1,The King's daughter is all glorious within
45,1,14,Eructavit cor meum,2,her clothing is of wrought gold.
45,1,15,Eructavit cor meum,1,She shall be brought unto the King in raiment of needle-work
45,1,15,Eructavit cor meum,2,"the virgins that be her fellows shall bear her company, and shall be brought unto thee."
45,1,16,Eructavit cor meum,1,With joy and gladness shall they be brought
45,1,16,Eructavit cor meum,2,and shall enter into the King's palace.
45,1,17,Eructavit cor meum,1,Instead of thy fathers thou shalt have children
45,1,17,Eructavit cor meum,2,whom thou mayest make princes in all lands.
45,1,18,Eructavit cor meum,1,I will remember thy Name from one generation to another
45,1,18,Eructavit cor meum,2,"therefore shall the people give thanks unto thee, world without end."
45,2,19,Doxology,1,Glory be to the Father
45,2,19,Doxology,2,"and to the Son, and to the Holy Ghost"
45,2,20,Doxology,1,"As it was in the beginning, is now, and ever shall be"
45,2,20,Doxology,2,world without end. Amen.
46,1,1,Deus noster refugium,1,GOD is our hope and strength
46,1,1,Deus noster refugium,2,a very present  help in trouble.
46,1,2,Deus noster refugium,1,"Therefore will we not fear, though the earth be moved"
46,1,2,Deus noster refugium,2,and though the hills be carried into the midst of the sea;
46,1,3,Deus noster refugium,1,Though the waters thereof rage and swell
46,1,3,Deus noster refugium,2,and though the mountains shake at the tempest of the same.
46,1,4,Deus noster refugium,1,The rivers of the flood thereof shall make glad the city of God
46,1,4,Deus noster refugium,2,the holy place of the tabernacle of the most Highest.
46,1,5,Deus noster refugium,1,"God is in the midst of her, therefore shall she not be removed"
46,1,5,Deus noster refugium,2,"God shall help her, and that right early."
46,1,6,Deus noster refugium,1,"The heathen make much ado, and the kingdoms are moved"
46,1,6,Deus noster refugium,2,"but God hath shewed his voice, and the earth shall melt away."
46,1,7,Deus noster refugium,1,The Lord of hosts is with us
46,1,7,Deus noster refugium,2,the God of Jacob is our refuge.
46,1,8,Deus noster refugium,1,"O come hither, and behold the works of the Lord"
46,1,8,Deus noster refugium,2,what destruction he hath brought upon the earth.
46,1,9,Deus noster refugium,1,He maketh wars to cease in all the world
46,1,9,Deus noster refugium,2,"he breaketh the bow, and knappeth the spear in sunder, and burneth the chariots in the fire."
46,1,10,Deus noster refugium,1,"Be still then, and know that I am God"
46,1,10,Deus noster refugium,2,"I will be exalted among the heathen, and I will be exalted in the earth."
46,1,11,Deus noster refugium,1,The Lord of hosts is with us
46,1,11,Deus noster refugium,2,the God of Jacob is our refuge.
